RNALocate_ID	Species	RNA_Symbol	RNA_Type	Subcellular_Localization	GO_Accession	PubMed_ID	RNALocate_Score
RL-E-m-0047938	Homo sapiens	NRG2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047940	Homo sapiens	ATG16L2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047941	Homo sapiens	TSC22D1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047953	Homo sapiens	WDTC1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047954	Homo sapiens	FOXA3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047955	Homo sapiens	CFD	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047956	Homo sapiens	KMT5A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047957	Homo sapiens	ENY2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047959	Homo sapiens	DDIT4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047961	Homo sapiens	USP14	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047962	Homo sapiens	IRF2BP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047965	Homo sapiens	VRK2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047970	Homo sapiens	PICALM	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047972	Homo sapiens	UBR3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047975	Homo sapiens	CCDC86	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047976	Homo sapiens	LPAR2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047979	Homo sapiens	SMAD5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047986	Homo sapiens	TRDMT1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047989	Homo sapiens	EXOC6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0047995	Homo sapiens	MED17	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0047997	Homo sapiens	PNMT	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048004	Homo sapiens	NOP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048005	Homo sapiens	FAM13B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048006	Homo sapiens	RNF168	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048007	Homo sapiens	UFD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048008	Homo sapiens	HDAC10	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048009	Homo sapiens	BLMH	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048010	Homo sapiens	ARHGAP4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048011	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048013	Homo sapiens	PMPCA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048021	Homo sapiens	ZNF521	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048025	Homo sapiens	GSTO1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048039	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048041	Homo sapiens	TMA16	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048043	Homo sapiens	CAND1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048044	Homo sapiens	LMNB2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048045	Homo sapiens	LPCAT3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048047	Homo sapiens	DNAJC11	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048050	Homo sapiens	STX4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048053	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048056	Homo sapiens	DDX31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048057	Homo sapiens	TMEM165	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048060	Homo sapiens	RPP21	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048065	Homo sapiens	KLHL8	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048066	Homo sapiens	CHI3L1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048067	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048068	Homo sapiens	TFG	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048073	Homo sapiens	UCK2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048074	Homo sapiens	HNRNPF	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048075	Homo sapiens	GART	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048077	Homo sapiens	NMI	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048078	Homo sapiens	PSMA2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048080	Homo sapiens	ASS1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048082	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048085	Homo sapiens	C1orf56	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048086	Homo sapiens	CAMSAP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048089	Homo sapiens	IKBKE	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048094	Homo sapiens	TIE1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048100	Homo sapiens	RNF2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048104	Homo sapiens	SPNS2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048106	Homo sapiens	ACTR1A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048107	Homo sapiens	CXXC1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048111	Homo sapiens	MTHFD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048114	Homo sapiens	ALDOB	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048116	Homo sapiens	PIP5K1A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048122	Homo sapiens	TRIM44	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048131	Homo sapiens	SGSM3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048132	Homo sapiens	TMEM232	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048139	Homo sapiens	FOXO3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048141	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048149	Homo sapiens	C19orf44	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048154	Homo sapiens	CLIP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048155	Homo sapiens	PRPSAP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048157	Homo sapiens	ABLIM1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048167	Homo sapiens	TTLL5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048168	Homo sapiens	ATP1B3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048169	Homo sapiens	VAMP7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048171	Homo sapiens	RNF114	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048172	Homo sapiens	KCNMB4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048180	Homo sapiens	MIB2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048182	Homo sapiens	TOMM7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048185	Homo sapiens	TTPAL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048187	Homo sapiens	POMP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048193	Homo sapiens	USP53	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048195	Homo sapiens	GOT1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048196	Homo sapiens	CHD3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048200	Homo sapiens	MAPK9	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048206	Homo sapiens	CRADD	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048211	Homo sapiens	TNKS2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048213	Homo sapiens	PYGL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048215	Homo sapiens	SELENOP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048218	Homo sapiens	CPEB4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048222	Homo sapiens	DENND6A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048224	Homo sapiens	RALY	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048228	Homo sapiens	KHSRP	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048229	Homo sapiens	C11orf54	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048230	Homo sapiens	CEP120	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048235	Homo sapiens	LYN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048238	Homo sapiens	ZFAND3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048246	Homo sapiens	SYNCRIP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048247	Homo sapiens	NCOA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048248	Homo sapiens	ITGAL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048250	Homo sapiens	PLEKHO1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048254	Homo sapiens	MCM2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048260	Homo sapiens	BGN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048261	Homo sapiens	PHF1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048268	Homo sapiens	TPRKB	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048269	Homo sapiens	RBCK1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048281	Homo sapiens	AMPD3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048282	Homo sapiens	RHO	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048283	Homo sapiens	ACOX1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048291	Homo sapiens	CASP9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048293	Homo sapiens	FAM98B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048305	Homo sapiens	GABARAPL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048318	Homo sapiens	NDN	mRNA	Cytosol	GO:0005829		0.795006069178413
RL-E-m-0048319	Homo sapiens	BTBD7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048320	Homo sapiens	DDX52	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048321	Homo sapiens	EGR1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048324	Homo sapiens	LSS	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048326	Homo sapiens	DHRS12	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048329	Homo sapiens	RPL28	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048332	Homo sapiens	PUS1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048338	Homo sapiens	CATSPERZ	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048340	Homo sapiens	MCCC2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048341	Homo sapiens	RNF187	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048345	Homo sapiens	PRIM2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048348	Homo sapiens	PWP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048349	Homo sapiens	OPCML	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048350	Homo sapiens	RGPD5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048354	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048357	Homo sapiens	UBL4A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048361	Homo sapiens	MAPK1IP1L	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048370	Homo sapiens	TMOD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048376	Homo sapiens	RNF126	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048377	Homo sapiens	COX15	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048384	Homo sapiens	XRRA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048385	Homo sapiens	POLR1E	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048390	Homo sapiens	PURA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048392	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048393	Homo sapiens	DRG2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048396	Homo sapiens	LRRC56	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048400	Homo sapiens	CLU	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048404	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048409	Homo sapiens	FAM168B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048412	Homo sapiens	SH3BP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048418	Homo sapiens	BNIP3L	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048420	Homo sapiens	PKP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048430	Homo sapiens	MRPL38	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048431	Homo sapiens	TXNIP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048433	Homo sapiens	LIG1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048438	Homo sapiens	UBE2I	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048442	Homo sapiens	EIF4E2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048443	Homo sapiens	PIAS2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048444	Homo sapiens	ADSL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048445	Homo sapiens	GCLM	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048448	Homo sapiens	FYB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048449	Homo sapiens	PUDP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048455	Homo sapiens	COPS7A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048458	Homo sapiens	ALDOB	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048460	Homo sapiens	GJC1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048462	Homo sapiens	RCL1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048464	Homo sapiens	GCAT	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048466	Homo sapiens	MOB4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048467	Homo sapiens	TTC31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048473	Homo sapiens	FAM83A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048476	Homo sapiens	UBXN1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048478	Homo sapiens	RGPD5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048479	Homo sapiens	SNRPA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048480	Homo sapiens	LVRN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048489	Homo sapiens	IREB2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048505	Homo sapiens	RPL35A	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048507	Homo sapiens	PAXBP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048508	Homo sapiens	KMT5A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048511	Homo sapiens	ZMYND8	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048518	Homo sapiens	SUPV3L1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048520	Homo sapiens	KRR1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048522	Homo sapiens	RPS5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048523	Homo sapiens	CCP110	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048534	Homo sapiens	BMT2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048535	Homo sapiens	DYRK1A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048536	Homo sapiens	TRAF4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048539	Homo sapiens	ZBTB40	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048543	Homo sapiens	DENND5A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048544	Homo sapiens	MRPS28	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048548	Homo sapiens	SRRT	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048557	Homo sapiens	INIP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048559	Homo sapiens	MPG	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048563	Homo sapiens	S100A10	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048574	Homo sapiens	CNBP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048578	Homo sapiens	GNPDA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048586	Homo sapiens	RPS9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048590	Homo sapiens	E2F3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048598	Homo sapiens	MOSPD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048600	Homo sapiens	TRIM33	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048602	Homo sapiens	COX6B1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048605	Homo sapiens	PSMD11	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048609	Homo sapiens	PGLS	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048611	Homo sapiens	MARCHF7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048619	Homo sapiens	SLC4A5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048626	Homo sapiens	CORO7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048627	Homo sapiens	UTRN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048630	Homo sapiens	STRIP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048634	Homo sapiens	ACOT7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048636	Homo sapiens	FAM210A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048641	Homo sapiens	MPHOSPH8	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048650	Homo sapiens	GTF3C2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048652	Homo sapiens	BAG2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048653	Homo sapiens	PIK3C3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048655	Homo sapiens	KRBA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048660	Homo sapiens	TANK	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048669	Homo sapiens	TTLL4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048674	Homo sapiens	PAK6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048675	Homo sapiens	KLF4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048677	Homo sapiens	MAP4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048679	Homo sapiens	TNFAIP8	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048681	Homo sapiens	ANKRD10	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048695	Homo sapiens	ZNF557	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048697	Homo sapiens	RP9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048699	Homo sapiens	STX6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048702	Homo sapiens	POLDIP3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048703	Homo sapiens	MAT2A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048704	Homo sapiens	SVEP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048710	Homo sapiens	TBRG4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048713	Homo sapiens	XRCC1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048720	Homo sapiens	DCTN5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048724	Homo sapiens	TFB2M	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048729	Homo sapiens	TRIM35	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048730	Homo sapiens	SEC22B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048732	Homo sapiens	NELFE	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048736	Homo sapiens	NELFE	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048739	Homo sapiens	TPMT	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048741	Homo sapiens	STMN1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048743	Homo sapiens	ARHGEF3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048744	Homo sapiens	SERPINB9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048749	Homo sapiens	XRCC5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048754	Homo sapiens	EPS8L1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048758	Homo sapiens	SAP30	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048761	Homo sapiens	SNAPC3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048762	Homo sapiens	ACBD3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048765	Homo sapiens	ORC6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048766	Homo sapiens	AP3S2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048767	Homo sapiens	MAZ	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048769	Homo sapiens	ATP6V1C1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048770	Homo sapiens	MAP1LC3B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048775	Homo sapiens	TTLL5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048786	Homo sapiens	THUMPD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048787	Homo sapiens	RPS6KA5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048788	Homo sapiens	GNG5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048790	Homo sapiens	TRAPPC13	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048794	Homo sapiens	HTT	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048800	Homo sapiens	CKAP5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048802	Homo sapiens	YWHAG	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048804	Homo sapiens	ZNRD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048810	Homo sapiens	SS18	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048811	Homo sapiens	LCP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048812	Homo sapiens	PSME3IP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048814	Homo sapiens	FHOD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048815	Homo sapiens	RABEPK	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048816	Homo sapiens	JMJD6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048822	Homo sapiens	HCFC2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048823	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048826	Homo sapiens	SF1	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048834	Homo sapiens	TPPP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048840	Homo sapiens	WWC2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048842	Homo sapiens	MTA1	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0048843	Homo sapiens	XPO6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048845	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048848	Homo sapiens	ANXA4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048851	Homo sapiens	WDR36	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048852	Homo sapiens	IARS1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048855	Homo sapiens	ABL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048860	Homo sapiens	MOB1B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0048864	Homo sapiens	TRH	mRNA	Cytosol	GO:0005829		0.795006069178413
RL-E-m-0048866	Homo sapiens	MOSPD1	mRNA	Cytosol	GO:0005829		0.815590988686444
